score	arxiv_id	opg_slug	attributed_to	title	arxiv_excerpt	paper_contribution	abs_url
100	1110.4077	behzads_conjecture	Behzad; Vizing	Total Colouring Conjecture	$\chi_T(G) \leq \Delta(G) + 2$ for any graph $G$.	Proves a special case as Theorem 2.8: for any graph $G$ of treewidth at most $k$ with $\Delta(G) \geq (k+2)^{2k+2}$, $\mathrm{ch}_T(G) = \chi_T(G) = \Delta(G)+1$, yielding a stronger form of the conje	https://arxiv.org/abs/1110.4077
100	2103.07886	caccetta_haggkvist_conjecture	Caccetta and Häggkvist	Caccetta-Häggkvist Conjecture	Every digraph on $n$ vertices with minimum out-degree at least $r$ contains a directed cycle of length at most $\lceil n/r \rceil$.	Proves that every locally in-tournament digraph satisfies the Caccetta-Häggkvist conjecture, deducing it from the structural decomposition theorem (Theorem 2.3).	https://arxiv.org/abs/2103.07886
100	2206.10733	caccetta_haggkvist_conjecture	Caccetta and Häggkvist	Caccetta-Häggkvist Conjecture	Let $n, k$ be positive integers. Suppose that $G$ is a simple digraph on $n$ vertices with $\delta^+(v) \geq \lceil n/k \rceil$ for all $v \in V(G)$; then $G$ c	Does not prove new bounds for the conjecture directly; instead uses existing approximations for the triangle case as a tool to establish improved triangularity bounds for Aharoni's rainbow generalizat	https://arxiv.org/abs/2206.10733
100	2102.08679	edge_reconstruction_conjecture	Kelly and Ulam	Reconstruction Conjecture	For $n \geq 3$, two graphs $G$ and $H$ of order $n$ are isomorphic if and only if $\mathcal{D}(G) = \mathcal{D}(H)$.	Proves that the degree sequence of any graph with average degree at most $d$ can be reconstructed from any deck missing at most $\frac{n}{10^4 d^3}$ cards; in particular, for graphs embeddable on a fi	https://arxiv.org/abs/2102.08679
100	2408.04618	erdos_faber_lovasz_conjecture	Lovász	Lovász Conjecture	Every connected vertex-transitive graph admits a Hamiltonian path.	Shows that every connected vertex-transitive graph on $n\geq 3$ vertices contains a cycle (and hence a path) of length at least $\Omega(n^{13/21})$, improving the previous bound of $\Omega(n^{3/5})$ d	https://arxiv.org/abs/2408.04618
100	2505.08634	erdos_faber_lovasz_conjecture	Lovász	Lovász Conjecture	Every sufficiently large connected vertex-transitive graph admits a Hamiltonian path.	Shows that every connected vertex-transitive graph of order $n$ contains a path of length $\Omega(n^{9/14})$, improving the previous best bound of $\Omega(n^{13/21})$.	https://arxiv.org/abs/2505.08634
100	1912.01570	jones_conjecture	Kloks, Lee and Liu	Jones' Conjecture	Every planar graph $G$ satisfies $\mathrm{fvs}(G) \leq 2 \cdot \mathrm{cp}(G)$.	Proves Jones' Conjecture for all subcubic planar multigraphs, i.e., establishes $\mathrm{fvs}(G) \leq 2 \cdot \mathrm{cp}(G)$ when the maximum degree is at most 3.	https://arxiv.org/abs/1912.01570
100	1609.05458	rysers_conjecture	Ryser	Ryser's Conjecture	Every $r$-partite $r$-uniform hypergraph $H$ satisfies $\tau(H) \leq (r-1)\nu(H)$, where $\tau(H)$ denotes the minimum size of a vertex cover and $\nu(H)$ denot	Constructs $r$-partite $r$-uniform intersecting hypergraphs with cover number at least $r-4$ for all sufficiently large $r$, showing that Ryser's Conjecture is close to best possible for every value o	https://arxiv.org/abs/1609.05458
100	2408.04618	the_bermond_thomassen_conjecture	Thomassen	Thomassen Conjecture	Apart from finitely many exceptional graphs, all connected vertex-transitive graphs contain a Hamiltonian cycle.	Shows that every connected vertex-transitive graph on $n\geq 3$ vertices contains a cycle of length at least $\Omega(n^{13/21})$, improving the previous bound of $\Omega(n^{3/5})$ due to DeVos (2023).	https://arxiv.org/abs/2408.04618
100	2505.08634	the_bermond_thomassen_conjecture	Thomassen	Thomassen Conjecture	Every sufficiently large connected vertex-transitive graph admits a Hamiltonian cycle.	Shows that every connected vertex-transitive graph of order $n$ contains a cycle of length $\Omega(n^{9/14})$, improving the previous best bound of $\Omega(n^{13/21})$.	https://arxiv.org/abs/2505.08634
100	2603.14427	the_borodin_kostochka_conjecture	Borodin and Kostochka	Borodin-Kostochka Conjecture	For every graph $G$ such that $\Delta(G)\geq 9$, if $\omega(G)\leq\Delta(G)-1$, then $\chi(G)\leq\Delta(G)-1$.	Proves the conjecture for the stronger correspondence chromatic number $\chi_{DP}$, showing that for every graph $G$ with $\Delta(G)\geq 3\cdot 10^9$, $\chi_{DP}(G)\leq\max(\omega(G),\Delta(G)-1)$.	https://arxiv.org/abs/2603.14427
100	1710.03745	the_erdos_hajnal_conjecture	Erdős and Hajnal	Erdős-Hajnal Conjecture	For every hereditary property $\mathcal{P}$ which is not satisfied by all graphs, there exists a constant $\varepsilon(\mathcal{P}) > 0$ such that every graph o	Proves (Theorem 1.1) that every $n$-vertex graph with VC-dimension at most $d$ contains a clique or an independent set of size at least $e^{(\log n)^{1-o(1)}}$, nearly matching the conjectured polynom	https://arxiv.org/abs/1710.03745
100	1710.06680	the_erdos_hajnal_conjecture	Erdős and Hajnal	Erdős-Hajnal Conjecture	For every graph $H$, there exists $\varepsilon > 0$ such that every graph $G$ not containing $H$ as an induced subgraph has a stable set or clique of cardinalit	Applies the main result (Theorem 1.1, that every $t$-dominating graph has bounded local difference from a $0$-dominating graph) to the Erdős-Hajnal conjecture; the details are in the final section of 	https://arxiv.org/abs/1710.06680
100	1810.00811	the_erdos_hajnal_conjecture	Erdős and Hajnal	Erdős-Hajnal Conjecture	For every graph $H$, there exists $c > 0$ such that every $H$-free graph $G$ satisfies $\max(\omega(G), \alpha(G)) \geq |V(G)|^c$.	Proves that for every caterpillar subdivision $H$ there exists $c > 0$ such that every graph $G$ that is both $H$-free and $\bar{H}$-free satisfies $\max(\omega(G), \alpha(G)) \geq |V(G)|^c$, extendin	https://arxiv.org/abs/1810.00811
100	2102.04994	the_erdos_hajnal_conjecture	Erdős and Hajnal	Erdős-Hajnal Conjecture	For every graph $H$, there exists $\tau > 0$ such that every $H$-free graph $G$ satisfies $\max(\alpha(G), \omega(G)) \geq |G|^\tau$.	Proves the conjecture for $H = C_5$: every $C_5$-free graph $G$ satisfies $\max(\alpha(G), \omega(G)) \geq |G|^\tau$ for some absolute constant $\tau > 0$.	https://arxiv.org/abs/2102.04994
100	2307.06379	the_erdos_hajnal_conjecture	Erdős and Hajnal	Erdős-Hajnal Conjecture	Every graph $H$ has the Erdős-Hajnal property, i.e., there exists $c>0$ such that every $H$-free graph $G$ contains a clique or stable set of cardinality at lea	Proves that $\{H,\overline{J}\}$ has the Erdős-Hajnal property for any two cycles $H,J$, and more generally when $H$ and $J$ are obtained from smaller graphs by subdividing every edge exactly twice (o	https://arxiv.org/abs/2307.06379
100	2403.08303	the_erdos_hajnal_conjecture	Erdős and Hajnal	Erdős-Hajnal Conjecture	For every graph $H$ there is $c_{H}>0$ such that any $n$-vertex $H$-free graph $G$ has $\hom(G)\geq n^{c_{H}}$.	Proves that the Erdős-Hajnal conjecture is equivalent to both the polynomial Rödl conjecture (Conjecture 2) and the polynomial Nikiforov conjecture (Conjecture 3), extending several previous partial e	https://arxiv.org/abs/2403.08303
100	2302.08182	what_is_the_smallest_number_of_disjoint_spanning_trees_made_a_graph_hamiltonian	Dallard, Milanič, and Štorgel	Question 1	Is it true that for every planar graph $H$, Max Independent Set can be solved in polynomial time in the class of graphs excluding $H$ as an induced minor?	Proves a polynomial-time algorithm running in $n^{O(t^{5})}$ for MIS in graphs excluding $K_{1}+tK_{2}$ as an induced minor, settling Question 1 for this infinite family of planar graphs.	https://arxiv.org/abs/2302.08182
100	2502.04177	what_is_the_smallest_number_of_disjoint_spanning_trees_made_a_graph_hamiltonian	Esperet and Raymond	Question 1	Is it true that for every graph class $\mathcal{C}$ with polynomial expansion, there exists a polynomial function $f$ such that for every integer $r\geqslant 0$	Introduces depth-$r$ bramble number, tangle number, linkedness, and well-linkedness, proves they are pairwise polynomially related and all polynomially bounded in $r$ for classes with polynomial expan	https://arxiv.org/abs/2502.04177
92	1609.06257	decomposing_a_connected_graph_into_paths	Gallai	Conjecture 1.1 (Gallai's Path Decomposition Conjecture)	Every connected graph on $n$ vertices can be decomposed into $\lceil \frac{n}{2} \rceil$ paths.	Proves Gallai's conjecture for all connected graphs $G$ with $\Delta(G) \leq 5$, by showing that any smallest counterexample cannot contain any of five reducible configurations, forcing $G_E$ to be a 	https://arxiv.org/abs/1609.06257
92	2110.08870	decomposing_a_connected_graph_into_paths	Gallai	Gallai's Conjecture	Every connected graph on $n$ vertices can be decomposed into $\lceil \frac{n}{2} \rceil$ paths.	Proves Gallai's conjecture for the entire class of planar graphs (Theorem 1.1): every connected planar graph on $n$ vertices can be decomposed into $\lceil n/2 \rceil$ paths.	https://arxiv.org/abs/2110.08870
91	1708.05424	3_decomposition_conjecture	authors of [12]	Conjecture 4	A monotone class of graphs $\mathcal{C}$ has bounded expansion if and only if for every fixed $h \geq 1$, posets of height at most $h$ whose cover graphs are in	Reproves the forward direction (bounded expansion implies $O(n^\varepsilon)$-dimension for fixed height) via weak coloring numbers with a simpler proof and quantitatively better bounds (Theorem 2); ex	https://arxiv.org/abs/1708.05424
91	1803.03704	3_decomposition_conjecture	authors of [4]	Conjecture 3	There is a function $f$ such that, for any fixed tree $T$ with maximum degree $\Delta_T$, every $f(\Delta_T)$-edge-connected graph with minimum degree at least 	The paper disproves Conjecture 3 for trees of maximum degree three by constructing a counterexample based on complete binary trees $T_k$ of arbitrary depth $k$, showing that no function $f$ can make t	https://arxiv.org/abs/1803.03704
91	2012.05554	3_decomposition_conjecture	Ossona de Mendez et al.	Conjecture 3	For every graph $H$, $\chi_{\Delta}(\mathcal{M}_H) = \mathrm{td}(H) - 1$.	Proves Conjecture 3 for all minor-closed classes with bounded treedepth by establishing $\chi_{\Delta}(\mathcal{G}) = \chi^\star(\mathcal{G}) = \mathrm{tcn}(\mathcal{G}) - 1$ in that setting (Theorem 	https://arxiv.org/abs/2012.05554
91	2012.05554	3_decomposition_conjecture	Norin et al.	Conjecture 4	For every graph $H$, $\chi^\star(\mathcal{M}_H) \leq 2\,\mathrm{td}(H) - 2$.	Proves Conjecture 4 for all minor-closed classes with bounded pathwidth by establishing $\chi^\star(\mathcal{G}) \leq 2\,\mathrm{tcn}(\mathcal{G}) - 2$ in that setting (Theorem 2), and shows this boun	https://arxiv.org/abs/2012.05554
91	2202.07746	3_decomposition_conjecture	Halasz, Masarik, Samal, Campion Loth, and Mohar	Conjecture 1	For every simple graph of order $n$, the expected number of faces when selecting an orientable embedding of $G$ uniformly at random is $O(n)$.	Proved as a corollary of Theorem 3, which establishes $E[F] \leq n(H_{2\mu}+1)$; for simple graphs this specialises to the linear bound, further sharpened to $E[F] \leq \frac{\pi^2}{6}n$ by Theorem 8.	https://arxiv.org/abs/2202.07746
91	2202.07746	3_decomposition_conjecture	Halasz, Masarik, Samal, Campion Loth, and Mohar	Conjecture 2	For every $n$-vertex multigraph $G$ with maximum edge-multiplicity $\mu \geq 2$, the expected number of faces when selecting an orientable embedding of $G$ unif	Proved as a corollary of Theorem 3: $E[F] \leq n(H_{2\mu}+1)$, and since $H_{2\mu} \sim \log(2\mu)+\gamma$, this gives $O(n\log\mu)$; the bound is tight up to a constant factor.	https://arxiv.org/abs/2202.07746
91	2204.00722	3_decomposition_conjecture	[28] (unresolved from provided text)	Conjecture 2	For every hereditary class $C$ of structures, FO model checking is FPT on $C$ if and only if $C$ is monadically dependent.	Proves Conjecture 2 for all hereditary subclasses of interval graphs and rooted directed path graphs by establishing that these classes are effectively delineated by twin-width; also shows Conjecture 	https://arxiv.org/abs/2204.00722
91	2301.08707	3_decomposition_conjecture	Balogh, Csaba, Martin, and Pluhár; Falgas-Ravry, Kittipassorn, Korándi, Letzter, and Narayanan	Conjecture 1	Every graph on $n$ vertices admits a strongly-separating path system of size $O(n)$.	Confirms the conjecture by proving that every graph on $n$ vertices admits a strongly-separating path system of size $19n$.	https://arxiv.org/abs/2301.08707
91	2012.05287	what_is_the_smallest_number_of_disjoint_spanning_trees_made_a_graph_hamiltonian	authors of [4]	Question 1.1	Does every non-null even-hole-free claw-free graph have a simplicial clique?	Answers the question affirmatively: proves that every non-null even-hole-free claw-free graph has a simplicial clique, and establishes the stronger result (Theorem 2.2) that every non-null clean graph	https://arxiv.org/abs/2012.05287
91	2206.12335	what_is_the_smallest_number_of_disjoint_spanning_trees_made_a_graph_hamiltonian	Balister and Bollobás	Question 1.1	What is the value of $p_{\mathrm{max}}(\Z^{2})$?	Obtains improved upper and lower bounds: $0.555197\dots \leq p_{\mathrm{max}}(\Z^{2}) \leq 0.8457$.	https://arxiv.org/abs/2206.12335
91	2206.12335	what_is_the_smallest_number_of_disjoint_spanning_trees_made_a_graph_hamiltonian	Balister and Bollobás	Question 1.2	What is the value of $\lim_{n\to\infty}p_{\mathrm{max}}(\Z^{n})$?	Significantly improves the best known upper bound, establishing $\lim_{n\to\infty}p_{\mathrm{max}}(\Z^{n})\leq 0.5847$.	https://arxiv.org/abs/2206.12335
90	2002.11100	list_hadwiger_conjecture	Hadwiger	Hadwiger's Conjecture	Every graph of chromatic number at least $r$ has $K_r$ as a minor.	Proves that any $K_s$-free $n$-vertex graph with $\alpha(G) \leq r$ has a clique minor of order at least $(n/r)^{1+\frac{1}{10(s-2)}}$ (Theorem 1), which substantially exceeds the bound $n/\alpha(G)$ 	https://arxiv.org/abs/2002.11100
90	2101.04590	list_hadwiger_conjecture	Hadwiger	Hadwiger's Conjecture	For every $t \geq 1$, $m_\chi(t) = t$, i.e., every graph with chromatic number at least $t$ contains a $K_t$-minor.	Proves $\mathrm{sm}_{\tilde{\chi}}(t) \leq 2m_\chi(t) - 1$ and $\mathrm{bm}_{\tilde{\chi}}(t) \leq 2m_\chi(2t) - 1 = O(t(\log\log t)^6)$, reducing the asymptotics of these dichromatic forcing function	https://arxiv.org/abs/2101.04590
90	2206.00186	list_hadwiger_conjecture	Hadwiger	Hadwiger's Conjecture	Every graph with chromatic number at least $t$ contains the complete graph $K_t$ on $t$ vertices as a minor.	Proves that every graph $G$ with $\alpha(G) \leq 2$ contains a minor $H$ with $|V(H)| = \lceil|V(G)|/2\rceil$ and at least $(\gamma - o(1))\binom{|V(H)|}{2}$ edges where $\gamma = 0.986882\ldots$, est	https://arxiv.org/abs/2206.00186
90	2209.00594	list_hadwiger_conjecture	Hadwiger	Hadwiger's Conjecture	For every integer $t \geq 1$, every graph $G$ with $\chi(G) = t$ contains a $K_t$-minor.	Proves the $t = 5$ case as a corollary (Corollary 1.4) of establishing Holroyd's Strong Hadwiger's conjecture for $t = 4$; additionally shows that every 5-chromatic graph contains a $K_5$-minor with a	https://arxiv.org/abs/2209.00594
90	2312.17130	list_hadwiger_conjecture	Hadwiger	Hadwiger's Conjecture	Let $t$ be a positive integer. Every graph $G$ satisfying $\chi(G)\geq t$ contains $K_{t}$ as a minor.	Proves that if the Dol'nikov-Kříž topological lower bound on the chromatic number of a graph $G$ attains a value of at least $t$, then $G$ contains $K_{t}$ as a minor, showing that this family of lowe	https://arxiv.org/abs/2312.17130
90	1808.01605	subgraph_of_large_average_degree_and_large_average_degree	Thomassen	Thomassen's Conjecture (Conjecture 5)	For every positive integers $k$ and $g \geq 3$, there exists a positive number $d(k,g)$ such that every graph with average degree at least $d(k,g)$ contains a s	The paper does not prove this conjecture; it introduces Conjecture 6 as a weakening (replacing average degree in the hypothesis by chromatic number) that combines this conjecture with the Erdős–Hajnal	https://arxiv.org/abs/1808.01605
90	2510.11311	the_bermond_thomassen_conjecture	Thomassen	Thomassen's Conjecture	For all numbers $k$ and $g$ there exists $d=d(k,g)$ such that every graph of minimum degree at least $d$ contains a subgraph of minimum degree at least $k$ and 	Shows that the most direct extension of Thomassen's conjecture to digraphs (using minimum out-degree) is false; proves all orientations of $C_3$ and $C_5$ are avoidable; and fully characterizes which 	https://arxiv.org/abs/2510.11311
88	1812.02420	a_homomorphism_problem_for_flows	Hochstättler and Steiner	Problem 1	Let $p\geq 1$ be a fixed rational number. Instance: A (multi-)digraph $D$. Decide whether $\vec{\chi}^{\ast}(D)\leq p$.	Proves NP-completeness for every fixed rational $p>1$, fully resolving the open problem.	https://arxiv.org/abs/1812.02420
88	2312.17130	a_homomorphism_problem_for_flows	Simonyi and Zsbán	Problem 1	Does there exist an absolute constant $c>0$ for which the following is true? If a graph $G$ satisfies $\mathrm{zig}(G)\geq t$, then $G$ contains an odd complete	Solves the problem in the affirmative, proving that the constant $c=\frac{1}{2}$ works: every graph $G$ with $\mathrm{zig}(G)\geq t$ contains $K_{\lfloor t/2\rfloor+1}$ as an odd-minor.	https://arxiv.org/abs/2312.17130
88	1807.06285	coloring_random_subgraphs	Boris Bukh	Problem 1 (Bukh)	Does there exist a constant $c$ so that for every graph $G$, the expected chromatic number of its random subgraphs satisfies: $$E(\chi(G_{1/2})) > c\,\frac{\chi	Proves an affirmative answer to a strengthening of Bukh's question for the fractional chromatic number: for every graph $G$ with $\chi_f(G) \geq t$, the fractional chromatic number of $G_p$ is at leas	https://arxiv.org/abs/1807.06285
87	1808.01605	coloring_random_subgraphs	Bukh	Problem 1 (Bukh)	Does there exist a constant $c$ so that for every graph $G$, $\mathbb{E}(\chi(G_{1/2})) > c\,\dfrac{\chi(G)}{\log \chi(G)}$?	The methods developed in this paper led to a solution of the fractional chromatic number version of this problem, established in the companion paper [11] (Mohar–Wu).	https://arxiv.org/abs/1808.01605
87	2012.03686	graphs_with_a_forbidden_induced_tree_are_chi_bounded	Gyárfás and Sumner	Conjecture 1 (Gyárfás–Sumner)	For every tree $H$, the class of $H$-free graphs is $\chi$-bounded.	Proves a biclique-exclusion relaxation: every $C_{\geq t}$-free graph containing no $K_{\ell,\ell}$ as a subgraph satisfies $\chi(G) \leq \ell^{f(t)}+1$, giving a polynomial bound in $\ell$ under the 	https://arxiv.org/abs/2012.03686
87	2007.14944	strong_edge_colouring_conjecture	various researchers (1970s–1980s)	List (Edge) Colouring Conjecture	If $G$ is a graph, then $\chi'_{\ell}(G) = \chi'(G)$.	Proves a local asymptotic version: for graphs with sufficiently large maximum degree $\Delta$ and minimum degree $\delta \geq \ln^{25} \Delta$, there is an $L$-edge-colouring whenever $|L(e)| \geq (1+	https://arxiv.org/abs/2007.14944
86	2502.01451	3_flow_conjecture	Tutte	3-Flow Conjecture (Tutte)	Every 4-edge-connected graph admits a nowhere-zero 3-flow.	Proves a density bound $|E(G)| \leq 3|V(G)| - 5$ for flow-critical graphs with at most one vertex of degree at least 7 (Theorem 1.6), and extends the Lovász et al. 6-edge-connectivity theorem to allow	https://arxiv.org/abs/2502.01451
86	2212.09971	behzads_conjecture	Gross, Robbins, and Tucker	LCGD Conjecture	For every graph $G$, the genus polynomial $\Gamma_G(x) = \sum_{k \geq 0} g_k(G)x^k$ is log-concave.	Identifies six cubic graphs (including generalized Petersen graphs $G(8,2)$, $G(10,2)$, $G(12,2)$, and three others) whose genus polynomials are log-concave overall yet possess quadratic real factors 	https://arxiv.org/abs/2212.09971
86	2009.03418	kriesells_conjecture	Anthony Hill (Harary and Hill)	Hill Conjecture	The minimum number of crossings in any drawing of the complete graph $K_n$ in the plane is $$H(n) = \frac{1}{4} \left\lfloor \frac{n}{2} \right\rfloor \left\lfl	Provides the first very general construction of drawings of $K_n$ attaining exactly $H(n)$ crossings via antipodal geodesic drawings on the unit sphere $S^2$, gives a 'book proof' that each such drawi	https://arxiv.org/abs/2009.03418
86	1110.4077	strong_edge_colouring_conjecture	unknown (discussed in references [1, 5, 18] of the paper)	List Edge Colouring Conjecture	$\chi'(G) = \mathrm{ch}'(G)$ for any graph $G$.	Proves a special case as Theorem 2.8: for any graph $G$ of treewidth at most $k$ with $\Delta(G) \geq (k+2)^{2k+2}$, $\mathrm{ch}'(G) = \chi'(G) = \Delta(G)$.	https://arxiv.org/abs/1110.4077
86	1110.4077	vertex_coloring_of_graph_fractional_powers	Vizing	Vizing's List Edge Chromatic Number Conjecture (1976)	$\mathrm{ch}'(G) \leq \Delta(G) + 1$ for any graph $G$.	Proves the stronger result $\mathrm{ch}'(G) = \Delta(G)$ for graphs of treewidth at most $k$ with $\Delta(G) \geq (k+2)^{2k+2}$, which implies the conjecture for this graph class.	https://arxiv.org/abs/1110.4077
85	2103.07886	3_decomposition_conjecture	Aboulker, Charbit, and Naserasr	Conjecture 3.1	Let $H$ be a hero and let $F$ be an oriented forest. The set $\{\overleftrightarrow{K_2}, H, F\}$ is heroic if and only if: either $F$ is the disjoint union of 	Proves the first open special case $F = S_2^+$, $H = C_3$: every locally out-transitive oriented graph has dichromatic number at most 2 (Theorem 3.2), and in fact proves the stronger Theorem 3.3 used 	https://arxiv.org/abs/2103.07886
85	2309.04390	3_decomposition_conjecture	Sintiari and Trotignon	Conjecture 1.3	Every (even hole, $K_{4}$)-free graph of large enough treewidth contains the diamond.	Proves Conjecture 1.3 in full; more precisely, proves two stronger results: (a) for every $K_4$-free chordal graph $H$, every (even hole, $K_4$)-free graph of sufficiently large treewidth contains an 	https://arxiv.org/abs/2309.04390
85	2402.05753	3_decomposition_conjecture	authors of refs [24, 26]	Conjecture 1.3	Let $S$ be a graph of genus $g$. Then $c(S) = O(\sqrt{g})$.	No direct proof of Conjecture 1.3 for graphs; however, because Conjecture 1.5 (for geodesic surfaces) implies Conjecture 1.3, and this paper settles Conjecture 1.5 for constant-curvature (hyperbolic) 	https://arxiv.org/abs/2402.05753
85	2605.01223	3_decomposition_conjecture	Dallard, Krnc, Kwon, Milanič, Munaro, Štorgel, and Wiederrecht	Conjecture 1.3	Let $\mathcal{F}$ be a finite class of graphs. Then the class of all $\mathcal{F}$-free graphs has bounded $\operatorname{{\text{\sf{tree}}-\alpha}}$ if (and on	Proved by this paper via Theorem 1.4, which establishes a stronger result replacing 'line graph of a subdivided multiclaw' with 'line graphs of all subdivisions of some wall'.	https://arxiv.org/abs/2605.01223
85	2405.16586	4_flow_conjecture	Tutte	Tutte 4-Flow Conjecture (Conjecture 1)	Every 2-connected graph with no Petersen graph minor admits a nowhere-zero 4-flow.	Proves a strengthening of the conjecture for the projective plane: a 2-connected graph embedded in the projective plane admits a nowhere-zero 4-flow if and only if it is not Petersen-like (Theorem 1.6	https://arxiv.org/abs/2405.16586
85	1705.00089	bene_conjecture_graph_theoretic_form_0	Wegner	Wegner's Conjecture	For every finite family $\mathcal{F}$ of axis-parallel rectangles in $\mathbb{R}^2$, $\tau(\mathcal{F}) \leq 2\nu(\mathcal{F})$.	Proves $\tau(\mathcal{F}) \leq c\nu(\mathcal{F})$ for special families of axis-parallel rectangles in $\mathbb{R}^2$ (e.g., $r$-bounded aspect ratio in Theorem 1.10, corner intersections with a maximu	https://arxiv.org/abs/1705.00089
85	1912.06957	hedetniemis_conjecture	Meyniel (communicated by Frankl)	Meyniel's Conjecture	For a connected graph $G$, if $n = |V(G)|$, then $c(G) = O(\sqrt{n})$.	Proves that Meyniel's conjecture for subcubic graphs implies the Weak Meyniel's Conjecture with exponent 3/4 for all graphs (Lemma 7 and Corollary 8); also constructs arbitrarily large subcubic graphs	https://arxiv.org/abs/1912.06957
